Rank,Molecule,Candidate Type,Entity Class,Related Receptors,GPR62,GPR61,GPR135,MT2,5-HT6,GPCRLigNet Score,ML Prediction,Experimental Validation,Evidence Level,Evidence Sentence,Literature Score,Receptor Relevance,Priority Score,Source,Years,PMIDs,PMCIDs,Journals,DOIs,Article Titles,Article Links,PubChem CID,SMILES,Paper Count,Interpretation,Recommended Next Step
165,isoquinoline,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.05196663737297058,Low,Direct receptor evidence,C,Synthesis and SAR Studies of Isoquinoline and Tetrahydroisoquinoline Derivatives as Melatonin Receptor Ligands.,3,0.5,0.1647783142924309,PubMed,2022,34797951,,ChemMedChem,10.1002/cmdc.202100658,Synthesis and SAR Studies of Isoquinoline and Tetrahydroisoquinoline Derivatives as Melatonin Receptor Ligands.,https://pubmed.ncbi.nlm.nih.gov/34797951/,8405,C1=CC=C2C=NC=CC2=C1,1,isoquinoline has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
166,1H-tetrazole,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.1473826766014099,Low,Unvalidated,E,,3,0.25,0.16429873979091647,PubMed,2016,26996373,,Bioorganic & medicinal chemistry letters,10.1016/j.bmcl.2016.03.036,"Synthesis of azepino[4,5-b]indol-4-ones via MCR/free radical cyclization and in vitro-in silico studies as 5-Ht₆R ligands.",https://pubmed.ncbi.nlm.nih.gov/26996373/,67519,C1=NNN=N1,1,1H-tetrazole currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
167,Lead,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.15585173666477203,Low,Unvalidated,E,,0,0.25,0.1638036288321018,PubMed,2026,42166820,,European journal of medicinal chemistry,10.1016/j.ejmech.2026.118966,"New chalcogen-optimized 1,3,5-triazines as dual 5-HT6R/FAAH modulators: A versatile approach to neurodegenerative disorders.",https://pubmed.ncbi.nlm.nih.gov/42166820/,5352425,[Pb],1,Lead currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
168,Sulfur-35,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.14425905048847198,Low,Unvalidated,E,,3,0.25,0.1622683828175068,PubMed,2018,29805118,,Neuropharmacology,10.1016/j.neuropharm.2018.05.027,"5-HT6 receptor agonist and memory-enhancing properties of hypidone hydrochloride (YL-0919), a novel 5-HT1A receptor partial agonist and SSRI.",https://pubmed.ncbi.nlm.nih.gov/29805118/,91866193,[S],1,Sulfur-35 currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
169,IIK7,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.028973238542675972,Low,Unvalidated,E,,9,0.5,0.16183260505273936,PubMed + PMC,2024,39457025; 39770480,PMC11508435; PMC11676719,"International journal of molecular sciences; Pharmaceuticals (Basel, Switzerland)",10.3390/ijms252011243; 10.3390/ph17121638,"The Melatonin Type 2 Receptor Agonist IIK7 Attenuates and Reverses Morphine Tolerance in Neuropathic Pain Rats Through the Suppression of Neuroinflammation in the Spinal Cord. | A Selective Melatonin 2 Receptor Agonist, IIK7, Relieves Blue Light-Induced Corneal Damage by Modulating the Process of Autophagy and Apoptosis.",https://pubmed.ncbi.nlm.nih.gov/39770480/ | https://pubmed.ncbi.nlm.nih.gov/39457025/,4172142,CCCC(=O)NCCC1=C2C3=CC=CC=C3CN2C4=C1C=C(C=C4)OC,2,IIK7 currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
170,UCM1014,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.03716757893562317,Low,Unvalidated,E,,6,0.5,0.16115892630815506,PubMed,2024,38606814,,Journal of pineal research,10.1111/jpi.12941,Binding and unbinding of potent melatonin receptor ligands: Mechanistic simulations and experimental evidence.,https://pubmed.ncbi.nlm.nih.gov/38606814/,121231413,CCC(=O)NCC1CCC2=C(N1CC3=CC=CC=C3)C=CC=C2OC,1,UCM1014 currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
171,SB 207266,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.1409721076488495,Low,Unvalidated,E,,3,0.25,0.16013186997175216,PubMed,2023,37722878,,Biological & pharmaceutical bulletin,10.1248/bpb.b23-00445,"Differential Contribution of 5-HT4, 5-HT5, and 5-HT6 Receptors to Acute Pruriceptive Processing Induced by Chloroquine and Histamine in Mice.",https://pubmed.ncbi.nlm.nih.gov/37722878/,177336,CCCCN1CCC(CC1)CNC(=O)C2=C3N(CCCO3)C4=CC=CC=C42,1,SB 207266 currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
172,"1H-imidazo[4,5-c]pyridine",5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.13883161544799805,Low,Unvalidated,E,,3,0.25,0.15874055004119875,PubMed,2018,29291439,,European journal of medicinal chemistry,10.1016/j.ejmech.2017.12.053,"Novel non-sulfonamide 5-HT6 receptor partial inverse agonist in a group of imidazo[4,5-b]pyridines with cognition enhancing properties.",https://pubmed.ncbi.nlm.nih.gov/29291439/,9227,C1=CN=CC2=C1N=CN2,1,"1H-imidazo[4,5-c]pyridine currently has an ML prediction but requires stronger receptor-specific literature validation.",Literature validation needed before experimental priority
173,Carbon-11,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.11383526027202606,Low,Direct receptor evidence,C,Synthesis of carbon-11-labeled 5-HT6R antagonists as new candidate PET radioligands for imaging of Alzheimer's disease.,11,0.25,0.15849291917681693,PubMed + PMC,2018,29626125; 29661535,PMC6126437,"Bioorganic & medicinal chemistry letters; Journal of nuclear medicine : official publication, Society of Nuclear Medicine",10.1016/j.bmcl.2018.04.014; 10.2967/jnumed.117.206516,Synthesis of carbon-11-labeled 5-HT6R antagonists as new candidate PET radioligands for imaging of Alzheimer's disease. | Age-Related Change in 5-HT6 Receptor Availability in Healthy Male Volunteers Measured with 11C-GSK215083 PET.,https://pubmed.ncbi.nlm.nih.gov/29661535/ | https://pubmed.ncbi.nlm.nih.gov/29626125/,91867649,[C],2,Carbon-11 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
174,Ca(2+),5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.12520547211170197,Low,Unvalidated,E,,7,0.25,0.1578835568726063,PubMed,2016,27068148,,European journal of pharmacology,10.1016/j.ejphar.2016.04.010,WAY208466 inhibits glutamate release at hippocampal nerve terminals.,https://pubmed.ncbi.nlm.nih.gov/27068148/,271,[Ca+2],1,Ca(2+) currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
175,Cyclopentanes,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.1326601803302765,Low,Unvalidated,E,,3,0.25,0.15472911721467975,PubMed,2023,37003157,,Bioorganic & medicinal chemistry,10.1016/j.bmc.2023.117256,Novel thienocycloalkylpyridazinones as useful scaffolds for acetylcholinesterase inhibition and serotonin 5-HT6 receptor interaction.,https://pubmed.ncbi.nlm.nih.gov/37003157/,9253,C1CCCC1,1,Cyclopentanes currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
176,ethylamide,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.034332025796175,Low,Unvalidated,E,,3,0.5,0.15331581676751377,PubMed,2026,41389411,,European journal of medicinal chemistry,10.1016/j.ejmech.2025.118445,N-Acylaminoethyltetrahydroquinolines: A new class of melatonin receptor ligands with in vivo activity on glioblastoma.,https://pubmed.ncbi.nlm.nih.gov/41389411/,1520364,CNS(=O)(=O)C1=CC=C(S1)Br,1,ethylamide currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
177,ketamine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.06399732083082199,Low,Direct receptor evidence,C,The 5-HT6R agonist E-6837 and the antagonist SB-271046 reverse the psychotic-like behaviors induced by ketamine.,24,0.25,0.15209825854003428,PubMed,2013; 2016; 2017; 2022,23479455; 27035065; 28704275; 35621169,,"Behavioural pharmacology; Journal of psychopharmacology (Oxford, England)",10.1097/FBP.0000000000000235; 10.1097/FBP.0000000000000327; 10.1097/FBP.0000000000000669; 10.1177/0269881113480991,"The 5-HT6R agonist E-6837 and the antagonist SB-271046 reverse the psychotic-like behaviors induced by ketamine. | Agonist E-6837 and antagonist SB-271046 of 5-HT6 receptors both reverse the depressive-like effect induced in mice by subchronic ketamine administration. | Effect of ketamine administration, alone and in combination with E-6837, on climbing behavior. | The 5-hydroxytryptamine (serotonin) receptor 6 agonist EMD 386088 ameliorates ketamine-induced deficits in attentional set shifting and novel object recognition, but not in the prepulse inhibition in rats.",https://pubmed.ncbi.nlm.nih.gov/35621169/ | https://pubmed.ncbi.nlm.nih.gov/28704275/ | https://pubmed.ncbi.nlm.nih.gov/27035065/ | https://pubmed.ncbi.nlm.nih.gov/23479455/,3821,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,4,ketamine has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
178,Formaldehyde,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.10891252011060715,Low,Unvalidated,E,,9,0.25,0.15129313807189462,PubMed,2019,31580911,,Neurochemistry international,10.1016/j.neuint.2019.104562,The pronociceptive role of 5-HT6 receptors in ventrolateral orbital cortex in a rat formalin test model.,https://pubmed.ncbi.nlm.nih.gov/31580911/,712,C=O,1,Formaldehyde currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
179,Selenium,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.12591584026813507,Low,Unvalidated,E,,3,0.25,0.15034529617428782,PubMed,2019,31229876,,European journal of medicinal chemistry,10.1016/j.ejmech.2019.06.022,"Synthesis and computer-aided SAR studies for derivatives of phenoxyalkyl-1,3,5-triazine as the new potent ligands for serotonin receptors 5-HT6.",https://pubmed.ncbi.nlm.nih.gov/31229876/,6326970,[Se],1,Selenium currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
180,"1,3,5-triazine",5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.06142664700746536,Low,Direct receptor evidence,C,"Synthesis and computer-aided SAR studies for derivatives of phenoxyalkyl-1,3,5-triazine as the new potent ligands for serotonin receptors 5-HT6.",23,0.25,0.1484273205548525,PubMed + PMC,2017; 2019; 2020; 2025; 2026,28441580; 31229876; 31336820; 32693296; 40774068; 42166820,PMC6678253,European journal of medicinal chemistry; International journal of molecular sciences,10.1016/j.ejmech.2017.04.033; 10.1016/j.ejmech.2019.06.022; 10.1016/j.ejmech.2020.112529; 10.1016/j.ejmech.2025.118026; 10.1016/j.ejmech.2026.118966; 10.3390/ijms20143420,"New chalcogen-optimized 1,3,5-triazines as dual 5-HT6R/FAAH modulators: A versatile approach to neurodegenerative disorders. | The first-in-class 1,3,5-triazine-derived dual 5-HT6R/FAAH modulators in search for potential drug against neurodegenerative diseases with cognitive impairment. | Chlorine substituents and linker topology as factors of 5-HT6R activity for novel highly active 1,3,5-triazine derivatives with procognitive properties in vivo. | The 1,3,5-Triazine Derivatives as Innovative Chemical Family of 5-HT6 Serotonin Receptor Agents with Therapeutic Perspectives for Cognitive Impairment. | Synthesis and computer-aided SAR studies for derivatives of phenoxyalkyl-1,3,5-triazine as the new potent ligands for serotonin receptors 5-HT6. | The computer-aided discovery of novel family of the 5-HT6 serotonin receptor ligands among derivatives of 4-benzyl-1,3,5-triazine.",https://pubmed.ncbi.nlm.nih.gov/42166820/ | https://pubmed.ncbi.nlm.nih.gov/40774068/ | https://pubmed.ncbi.nlm.nih.gov/32693296/ | https://pubmed.ncbi.nlm.nih.gov/31336820/ | https://pubmed.ncbi.nlm.nih.gov/31229876/ | https://pubmed.ncbi.nlm.nih.gov/28441580/,9262,C1=NC=NC=N1,6,"1,3,5-triazine has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.",Review pharmacology and consider experimental testing
181,Creatinine,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.03146181255578995,Low,Unvalidated,E,,1,0.5,0.14745017816126346,PubMed + PMC,2023,36658621,PMC9854223,Clinical epigenetics,10.1186/s13148-023-01423-x,Hypomethylation in MTNR1B: a novel epigenetic marker for atherosclerosis profiling using stenosis radiophenotype and blood inflammatory cells.,https://pubmed.ncbi.nlm.nih.gov/36658621/,588,CN1CC(=O)N=C1N,1,Creatinine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
182,6-methyladenine,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.022505832836031914,Low,Unvalidated,E,,2,0.5,0.14362879134342074,PubMed + PMC,2024,38255808,PMC10815701,International journal of molecular sciences,10.3390/ijms25020733,Melatonin Alleviates Lipopolysaccharide-Induced Abnormal Pregnancy through MTNR1B Regulation of m6A.,https://pubmed.ncbi.nlm.nih.gov/38255808/,67955,CNC1=NC=NC2=C1NC=N2,1,6-methyladenine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
183,Praseodymium,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.10212530195713043,Low,Unvalidated,E,,7,0.25,0.14288144627213478,PubMed + PMC,2024,39408617,PMC11477289,International journal of molecular sciences,10.3390/ijms251910287,Low-Basicity 5-HT6 Receptor Ligands from the Group of Cyclic Arylguanidine Derivatives and Their Antiproliferative Activity Evaluation.,https://pubmed.ncbi.nlm.nih.gov/39408617/,23942,[Pr],1,Praseodymium currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
184,Fluorine-18,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.10033348947763443,Low,Unvalidated,E,,7,0.25,0.14171676816046241,PubMed,2015,25331460,,European journal of nuclear medicine and molecular imaging,10.1007/s00259-014-2936-y,Preclinical evaluation of [18F]2FNQ1P as the first fluorinated serotonin 5-HT6 radioligand for PET imaging.,https://pubmed.ncbi.nlm.nih.gov/25331460/,131704324,[F],1,Fluorine-18 currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
185,3-methyladenine,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.01598503813147545,Low,Unvalidated,E,,3,0.5,0.14139027478545904,PubMed,2024,37739092,,Biochimica et biophysica acta. Molecular basis of disease,10.1016/j.bbadis.2023.166887,Melatonin inhibits fibroblast cell functions and hypertrophic scar formation by enhancing autophagy through the MT2 receptor-inhibited PI3K/Akt /mTOR signaling.,https://pubmed.ncbi.nlm.nih.gov/37739092/,135398661,CN1C=NC(=N)C2=C1N=CN2,1,3-methyladenine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
186,3-MA,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.01598503813147545,Low,Unvalidated,E,,3,0.5,0.14139027478545904,PubMed,2024,37739092,,Biochimica et biophysica acta. Molecular basis of disease,10.1016/j.bbadis.2023.166887,Melatonin inhibits fibroblast cell functions and hypertrophic scar formation by enhancing autophagy through the MT2 receptor-inhibited PI3K/Akt /mTOR signaling.,https://pubmed.ncbi.nlm.nih.gov/37739092/,135398661,CN1C=NC(=N)C2=C1N=CN2,1,3-MA currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
187,Antimony,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.10812331736087799,Low,Unvalidated,E,,3,0.25,0.1387801562845707,PubMed,2017,28535499,,"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology",10.1159/000477322,The Role of 5-HTR6 in Mossy Fiber Sprouting: Activating Fyn and p-ERK1/2 in Pilocarpine-Induced Chronic Epileptic Rats.,https://pubmed.ncbi.nlm.nih.gov/28535499/,5354495,[Sb],1,Antimony currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
188,2-phenylmelatonin,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.010979587212204933,Low,Unvalidated,E,,3,0.5,0.13813673168793322,PubMed,2022,36150258,,European journal of medicinal chemistry,10.1016/j.ejmech.2022.114762,2-Arylmelatonin analogues: Probing the 2-phenyl binding pocket of melatonin MT1 and MT2 receptors.,https://pubmed.ncbi.nlm.nih.gov/36150258/,4018512,CC(=O)NCCC1=C(NC2=C1C=C(C=C2)OC)C3=CC=CC=C3,1,2-phenylmelatonin currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
189,Hydrocortisone,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.0019614084158092737,Low,Unvalidated,E,,5,0.5,0.13627491547027604,PubMed,2026,41983375,,American journal of human biology : the official journal of the Human Biology Council,10.1002/ajhb.70261,Population-Specific Circadian Drivers and MTNR1B Predict Arctic Morning Cortisol.,https://pubmed.ncbi.nlm.nih.gov/41983375/,5754,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,1,Hydrocortisone currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
190,1-amino-4-methylpiperazine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.10345988720655441,Low,Unvalidated,E,,3,0.25,0.13574892668426036,PubMed,2013,23810425,,Bioorganic & medicinal chemistry,10.1016/j.bmc.2013.05.051,"Design and synthesis of novel series of 5-HT6 receptor ligands having indole, a central aromatic core and 1-amino-4 methyl piperazine as a positive ionizable group.",https://pubmed.ncbi.nlm.nih.gov/23810425/,81349,CN1CCN(CC1)N,1,1-amino-4-methylpiperazine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
191,Flumazenil,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.10152677446603775,Low,Unvalidated,E,,3,0.25,0.13449240340292457,PubMed,2014,24905144,,Neuropharmacology,10.1016/j.neuropharm.2014.05.036,"Pharmacological evaluation of the anxiolytic-like effects of EMD 386088, a partial 5-HT6 receptor agonist, in the rat elevated plus-maze and Vogel conflict tests.",https://pubmed.ncbi.nlm.nih.gov/24905144/,3373,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,1,Flumazenil currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
192,Oxaliplatin,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.08400486409664154,Low,Unvalidated,E,,7,0.25,0.13110316166281702,PubMed + PMC,2020; 2023; 2025,32512114; 36830733; 40757510,PMC9953062,Biomolecules; Journal of neurochemistry; Progress in neurobiology,10.1016/j.pneurobio.2020.101846; 10.1111/jnc.70179; 10.3390/biom13020364,5-HT6 Receptor Inverse Agonists Modulate Diabetic Neuropathic Pain in Female Rats: Evidence for 5-HT6 Receptor Constitutive Activity. | The Constitutive Activity of Spinal 5-HT6 Receptors Contributes to Diabetic Neuropathic Pain in Rats. | mTOR activation by constitutively active serotonin6 receptors as new paradigm in neuropathic pain and its treatment.,https://pubmed.ncbi.nlm.nih.gov/40757510/ | https://pubmed.ncbi.nlm.nih.gov/36830733/ | https://pubmed.ncbi.nlm.nih.gov/32512114/,9887053,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],3,Oxaliplatin currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
193,dehydroacetic acid,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.006209161132574081,Low,Unvalidated,E,,1,0.5,0.13103595473617316,PubMed,2023,37334912,,Food & function,10.1039/d3fo01452e,Modulatory effect of n-3 polyunsaturated fatty acids on depressive-like behaviors in rats with chronic sleep deprivation: potential involvement of melatonin receptor pathway and brain lipidome.,https://pubmed.ncbi.nlm.nih.gov/37334912/,122903,CC1=CC(=O)C(C(=O)O1)C(=O)C,1,dehydroacetic acid currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
194,Dimethyl Sulfoxide,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.09143885225057602,Low,Unvalidated,E,,3,0.25,0.12793525396287442,PubMed,2017,28535499,,"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology",10.1159/000477322,The Role of 5-HTR6 in Mossy Fiber Sprouting: Activating Fyn and p-ERK1/2 in Pilocarpine-Induced Chronic Epileptic Rats.,https://pubmed.ncbi.nlm.nih.gov/28535499/,679,CS(=O)C,1,Dimethyl Sulfoxide currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
195,PCPA,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.08701536804437637,Low,Unvalidated,E,,3,0.25,0.12505998922884465,PubMed,2013,25287308,,Acta neuropsychiatrica,10.1111/j.1601-5215.2012.00669.x,"5-HT depletion, but not 5-HT1A antagonist, prevents the anxiolytic-like effect of citalopram in rat contextual conditioned fear stress model.",https://pubmed.ncbi.nlm.nih.gov/25287308/,26229,C1=CC(=CC=C1OCC(=O)O)Cl,1,PCPA currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
196,azasetron,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.08650144189596176,Low,Unvalidated,E,,3,0.25,0.12472593723237516,PubMed,2015,25932719,,Behavioural pharmacology,10.1097/FBP.0000000000000140,Pharmacological profile of encounter-induced hyperactivity in isolation-reared mice.,https://pubmed.ncbi.nlm.nih.gov/25932719/,2264,CN1C(=O)COC2=C(C=C(C=C21)Cl)C(=O)NC3CN4CCC3CC4,1,azasetron currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
197,Oxidopamine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.017821574583649635,Low,Unvalidated,E,,25,0.25,0.12408402347937227,PubMed,2016; 2018; 2020; 2021,27424103; 27616337; 29778944; 32853642; 33439019,,Brain research; Journal of medicinal chemistry; Neuropharmacology,10.1016/j.brainres.2016.09.009; 10.1016/j.brainres.2020.147072; 10.1016/j.neuropharm.2016.07.014; 10.1016/j.neuropharm.2018.05.016; 10.1021/acs.jmedchem.0c02009,Imidazopyridine-Based 5-HT6 Receptor Neutral Antagonists: Impact of N1-Benzyl and N1-Phenylsulfonyl Fragments on Different Receptor Conformational States. | Activation and blockade of 5-HT6 receptor in the medial septum-diagonal band recover working memory in the hemiparkinsonian rats. | Activation and blockade of basolateral amygdala 5-HT6 receptor produce anxiolytic-like behaviors in an experimental model of Parkinson's disease. | Activation and blockade of serotonin6 receptors in the dorsal hippocampus enhance T maze and hole-board performance in a unilateral 6-hydroxydopamine rat model of Parkinson's disease. | Activation and blockade of prelimbic 5-HT6 receptors produce different effects on depressive-like behaviors in unilateral 6-hydroxydopamine-induced Parkinson's rats.,https://pubmed.ncbi.nlm.nih.gov/33439019/ | https://pubmed.ncbi.nlm.nih.gov/32853642/ | https://pubmed.ncbi.nlm.nih.gov/29778944/ | https://pubmed.ncbi.nlm.nih.gov/27616337/ | https://pubmed.ncbi.nlm.nih.gov/27424103/,4624,C1=C(C(=CC(=C1O)O)O)CCN,5,Oxidopamine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
198,AVN-322,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.08132769912481308,Low,Direct receptor evidence,C,AVN-322 is a Safe Orally Bio-Available Potent and Highly Selective Antagonist of 5-HT6R with Demonstrated Ability to Improve Impaired Memory in Animal Models.,3,0.25,0.12136300443112852,PubMed,2017,27829340,,Current Alzheimer research,10.2174/1567205013666161108105005,AVN-322 is a Safe Orally Bio-Available Potent and Highly Selective Antagonist of 5-HT6R with Demonstrated Ability to Improve Impaired Memory in Animal Models.,https://pubmed.ncbi.nlm.nih.gov/27829340/,135905417,CNC1=NN2C3=C(CN(CC3)C)C=NC2=C1S(=O)(=O)C4=CC=CC=C4.Cl,1,AVN-322 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
199,Sulfur Dioxide,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.08026039600372314,Low,Unvalidated,E,,3,0.25,0.12066925740242004,PubMed,2019,31229876,,European journal of medicinal chemistry,10.1016/j.ejmech.2019.06.022,"Synthesis and computer-aided SAR studies for derivatives of phenoxyalkyl-1,3,5-triazine as the new potent ligands for serotonin receptors 5-HT6.",https://pubmed.ncbi.nlm.nih.gov/31229876/,1119,O=S=O,1,Sulfur Dioxide currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
200,coumarin,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.07415731996297836,Low,Unvalidated,E,,3,0.25,0.11670225797593595,PubMed,2025,38204222,,Current computer-aided drug design,10.2174/0115734099282836231212064925,"In-silico Design, ADMET Screening, Prime MM-GBSA Binding Free Energy Calculation and MD Simulation of Some Novel Phenothiazines as 5HT6R Antagonists Targeting Alzheimer's Disease.",https://pubmed.ncbi.nlm.nih.gov/38204222/,323,C1=CC=C2C(=C1)C=CC(=O)O2,1,coumarin currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
201,Tropisetron,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.07190857082605362,Low,Unvalidated,E,,3,0.25,0.11524057103693486,PubMed,2013,25287308,,Acta neuropsychiatrica,10.1111/j.1601-5215.2012.00669.x,"5-HT depletion, but not 5-HT1A antagonist, prevents the anxiolytic-like effect of citalopram in rat contextual conditioned fear stress model.",https://pubmed.ncbi.nlm.nih.gov/25287308/,656665,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,1,Tropisetron currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
202,Glycerol,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.06869403272867203,Low,Unvalidated,E,,3,0.25,0.11315112127363683,PubMed + PMC,2017,28228713,PMC5296348,Frontiers in neuroscience,10.3389/fnins.2017.00050,Metabolic and Cardiovascular Benefits and Risks of EMD386088-A 5-HT6 Receptor Partial Agonist and Dopamine Transporter Inhibitor.,https://pubmed.ncbi.nlm.nih.gov/28228713/,753,C(C(CO)O)O,1,Glycerol currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
